Test method	Hit method	Comment	Jaccard index	Jaccard containment AB	Jaccard containment BA	curated
PTHR10949:SF24	SFLDF00271	C	0.225225225225225	1	0.225225225225225	
PTHR10949:SF24	SFLDS00029	C	0.0190985485103132	1	0.0190985485103132	
TIGR04303	SFLDG01067	C	0.00378787878787879	1	0.00378787878787879	
TIGR04303	PTHR11228:SF7	C	0.0294117647058824	1	0.0294117647058824	
TIGR04303	SFLDG01386	C	0.00666666666666667	1	0.00666666666666667	
TIGR04303	PTHR11228	C	0.0153846153846154	1	0.0153846153846154	
PTHR21000	PTHR21000:SF5	P	0.541666666666667	0.553191489361702	0.962962962962963	
PTHR21000	TIGR00110		0.569444444444444	0.872340425531915	0.621212121212121	
PTHR24361	PTHR24361:SF254		0.00151324085750315	0.00151975683890578	0.260869565217391	
TIGR03975	PTHR43409	C	0.0161290322580645	1	0.0161290322580645	
TIGR03975	SFLDG01082	C	0.00289017341040462	1	0.00289017341040462	
TIGR03975	PTHR43409:SF4	C	0.125	1	0.125	
TIGR03975	SFLDF00324	E	1	1	1	
TIGR03975	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
SFLDG01110	PTHR22960:SF18	E	1	1	1	
SFLDG01110	SFLDG01067	C	0.0151515151515152	1	0.0151515151515152	
SFLDG01110	PTHR22960	C	0.0228571428571429	1	0.0228571428571429	
SFLDG01110	SFLDS00029	C	0.00305576776165011	1	0.00305576776165011	
PTHR32071:SF3	PTHR32071		0.0354609929078014	0.833333333333333	0.0357142857142857	
TIGR01701	PTHR43105:SF4	E	1	1	1	
TIGR01701	PTHR43105	C	0.22	1	0.22	
PTHR11406:SF10	PTHR11406	C	0.230769230769231	0.96	0.233009708737864	
SFLDG01383	SFLDF00276	P	0.010989010989011	0.010989010989011	1	
SFLDG01383	SFLDG01067	C	0.34469696969697	1	0.34469696969697	
SFLDG01383	TIGR02666	C	0.865979381443299	0.923076923076923	0.933333333333333	
SFLDG01383	TIGR02668	P	0.0769230769230769	0.0769230769230769	1	
SFLDG01383	PTHR22960	C	0.511363636363636	0.989010989010989	0.514285714285714	
SFLDG01383	SFLDG01386	C	0.606666666666667	1	0.606666666666667	
SFLDG01383	PTHR22960:SF0	C	0.552147239263804	0.989010989010989	0.555555555555556	
SFLDG01383	SFLDS00029	C	0.0662604722010663	0.956043956043956	0.06646294881589	
PTHR11525:SF3	SFLDG01017		0.0102040816326531	0.4	0.0103626943005181	
PTHR11525:SF3	SFLDS00005		0.00523560209424084	0.4	0.00527704485488127	
PTHR11525:SF3	PTHR11525		0.0408163265306122	0.8	0.0412371134020619	
PTHR12697:SF5	PTHR12697		0.43609022556391	0.743589743589744	0.513274336283186	
PTHR23135:SF18	PTHR23135	C	0.0545454545454545	1	0.0545454545454545	
PTHR30244:SF27	PTHR30244	C	0.101010101010101	0.909090909090909	0.102040816326531	
SFLDF00116	SFLDF00009	C	0.0454545454545455	1	0.0454545454545455	
SFLDF00116	PTHR42728	C	0.285714285714286	1	0.285714285714286	
SFLDF00116	SFLDG00180	C	0.0465116279069767	1	0.0465116279069767	
SFLDF00116	SFLDS00001	C	0.00626959247648903	1	0.00626959247648903	
SFLDF00116	TIGR01928	C	0.285714285714286	1	0.285714285714286	
SFLDG01072	TIGR04083	P	0.0714285714285714	0.0714285714285714	1	
SFLDG01072	SFLDF00285	P	0.642857142857143	0.642857142857143	1	
SFLDG01072	TIGR04261	P	0.0714285714285714	0.0714285714285714	1	
SFLDG01072	PTHR43273:SF6		0.388888888888889	0.5	0.636363636363636	
SFLDG01072	SFLDG01067	C	0.053030303030303	1	0.053030303030303	
SFLDG01072	TIGR04269	P	0.0714285714285714	0.0714285714285714	1	
SFLDG01072	SFLDG01386	C	0.0860927152317881	0.928571428571429	0.0866666666666667	
SFLDG01072	PTHR43273	C	0.368421052631579	1	0.368421052631579	
SFLDG01072	TIGR03942	P	0.714285714285714	0.714285714285714	1	
SFLDG01072	SFLDG01384		0.478260869565217	0.785714285714286	0.55	
SFLDG01072	PTHR43273:SF5		0.35	0.5	0.538461538461538	
PTHR43076	SFLDF00293		0.135135135135135	0.142857142857143	0.714285714285714	
PTHR43076	SFLDF00342	P	0.428571428571429	0.428571428571429	1	
PTHR43076	SFLDG01082		0.0132978723404255	0.142857142857143	0.0144508670520231	
PTHR43076	TIGR03551		0.157894736842105	0.171428571428571	0.666666666666667	
PTHR43076	SFLDF00294		0.194444444444444	0.2	0.875	
PTHR43076	PTHR43076:SF2	P	0.0857142857142857	0.0857142857142857	1	
PTHR43076	SFLDG01064		0.707317073170732	0.828571428571429	0.828571428571429	
PTHR43076	SFLDG01389		0.605263157894737	0.657142857142857	0.884615384615385	
PTHR43076	TIGR03699	P	0.285714285714286	0.285714285714286	1	
PTHR43076	TIGR03700	P	0.171428571428571	0.171428571428571	1	
PTHR43076	SFLDG01388		0.35	0.4	0.736842105263158	
PTHR43076	PTHR43076:SF6	P	0.0571428571428571	0.0571428571428571	1	
PTHR43076	PTHR43076:SF3	P	0.0571428571428571	0.0571428571428571	1	
PTHR43076	TIGR04043	P	0.0285714285714286	0.0285714285714286	1	
PTHR43076	TIGR00423		0.605263157894737	0.657142857142857	0.884615384615385	
PTHR43076	SFLDG01107	P	0.0285714285714286	0.0285714285714286	1	
PTHR43076	SFLDF00343		0.459459459459459	0.485714285714286	0.894736842105263	
PTHR43076	PTHR43076:SF1	P	0.513513513513513	0.542857142857143	0.904761904761905	
PTHR43076	PTHR43076:SF7	P	0.2	0.2	1	
PTHR43076	SFLDS00029		0.0220532319391635	0.828571428571429	0.0221543162719633	
PTHR43076	TIGR03550		0.194444444444444	0.2	0.875	
PTHR21000:SF5	PTHR21000	C	0.541666666666667	0.962962962962963	0.553191489361702	
PTHR21000:SF5	TIGR00110		0.347826086956522	0.888888888888889	0.363636363636364	
PTHR24096:SF109	PTHR24096	C	0.0211920529801325	1	0.0211920529801325	
PTHR42836:SF1	SFLDG01067		0.0177304964539007	0.217391304347826	0.0189393939393939	
PTHR42836:SF1	SFLDG01111		0.0740740740740741	0.0869565217391304	0.333333333333333	
PTHR42836:SF1	SFLDG01387		0.025	0.0434782608695652	0.0555555555555556	
PTHR42836:SF1	TIGR03963	P	0.0434782608695652	0.0434782608695652	1	
PTHR42836:SF1	TIGR04038		0.0740740740740741	0.0869565217391304	0.333333333333333	
PTHR42836:SF1	PTHR42836	C	0.621621621621622	1	0.621621621621622	
PTHR42836:SF1	SFLDF00300	P	0.130434782608696	0.130434782608696	1	
PTHR42836:SF1	SFLDG01386		0.0116959064327485	0.0869565217391304	0.0133333333333333	
PTHR42836:SF1	SFLDF00570		0.04	0.0434782608695652	0.333333333333333	
PTHR42836:SF1	TIGR04349	P	0.130434782608696	0.130434782608696	1	
PTHR42836:SF1	SFLDS00029	C	0.0160183066361556	0.91304347826087	0.0160427807486631	
PTHR42836:SF1	TIGR04317		0.0416666666666667	0.0434782608695652	0.5	
PTHR42836:SF1	TIGR03365	P	0.130434782608696	0.130434782608696	1	
TIGR01051	PTHR42785		0.313559322033898	0.787234042553192	0.342592592592593	
PTHR42783	PTHR42783:SF1	P	0.366666666666667	0.366666666666667	1	
PTHR42783	TIGR01318	P	0.366666666666667	0.366666666666667	1	
PTHR19211:SF58	PTHR19211		0.0138067061143984	0.875	0.0138339920948617	
SFLDG01065	PTHR13932	C	0.443396226415094	1	0.443396226415094	
SFLDG01065	TIGR00538	P	0.297872340425532	0.297872340425532	1	
SFLDG01065	SFLDF00562		0.385542168674699	0.680851063829787	0.470588235294118	
SFLDG01065	SFLDF00310		0.02	0.0212765957446809	0.25	
SFLDG01065	SFLDG01082		0.0826446280991736	0.638297872340426	0.0867052023121387	
SFLDG01065	TIGR00539		0.390243902439024	0.680851063829787	0.477611940298507	
SFLDG01065	SFLDF00288		0.516129032258065	0.680851063829787	0.680851063829787	
SFLDG01065	SFLDF00277	P	0.127659574468085	0.127659574468085	1	
SFLDG01065	PTHR13932:SF1		0.02	0.0212765957446809	0.25	
SFLDG01065	TIGR03994		0.02	0.0212765957446809	0.25	
SFLDG01065	PTHR13932:SF6	P	0.291666666666667	0.297872340425532	0.933333333333333	
SFLDG01065	PTHR13932:SF5		0.212121212121212	0.297872340425532	0.424242424242424	
SFLDG01065	PTHR13932:SF14		0.26984126984127	0.361702127659574	0.515151515151515	
SFLDG01065	SFLDS00029		0.00444444444444444	0.127659574468085	0.00458365164247517	
PTHR10625:SF140	PTHR10625	C	0.00182149362477231	1	0.00182149362477231	
TIGR00392	PTHR42780		0.414414414414414	0.50828729281768	0.691729323308271	
PTHR21234	PTHR21234:SF16		0.236842105263158	0.252808988764045	0.789473684210526	
PTHR43020:SF3	SFLDF00273	C	0.0405405405405405	1	0.0405405405405405	
PTHR43020:SF3	SFLDG01082	C	0.00867052023121387	1	0.00867052023121387	
PTHR43020:SF3	TIGR00089	C	0.0174418604651163	1	0.0174418604651163	
PTHR43020:SF3	TIGR01574	C	0.0483870967741935	1	0.0483870967741935	
PTHR43020:SF3	SFLDG01061	C	0.0238095238095238	1	0.0238095238095238	
PTHR43020:SF3	SFLDS00029	C	0.00229182582123759	1	0.00229182582123759	
PTHR43020:SF3	PTHR43020	C	0.032967032967033	1	0.032967032967033	
PTHR43287:SF5	PTHR43287	C	0.0810810810810811	1	0.0810810810810811	
PTHR43287:SF5	SFLDS00001		0.00625	0.666666666666667	0.00626959247648903	
PTHR43287:SF5	SFLDG00179	C	0.046875	1	0.046875	
TIGR00216	PTHR30426	P	0.56	0.583333333333333	0.933333333333333	
TIGR00231	PTHR43512		0.0136922176711527	0.0137388445279474	0.801369863013699	
TIGR00231	PTHR33406		0.000116360251338143	0.000117426021606388	0.0126582278481013	
TIGR00231	PTHR43512:SF1		0.00234604105571848	0.00234852043212776	0.689655172413793	
TIGR00231	TIGR03918	P	0.00058713010803194	0.00058713010803194	1	
TIGR00231	TIGR02729		0.00396918048097128	0.00399248473461719	0.404761904761905	
TIGR00231	PTHR43726		0.000117274539697432	0.000117426021606388	0.0833333333333333	
TIGR00231	TIGR01393	P	0.0130296983213992	0.0130342883983091	0.973684210526316	
TIGR00231	PTHR11702:SF3		0.00198807157057654	0.0019962423673086	0.326923076923077	
TIGR00231	PTHR11702		0.00899669741487302	0.00927665570690465	0.229651162790698	
SFLDG01104	SFLDG01067	C	0.0265151515151515	1	0.0265151515151515	
SFLDG01104	TIGR04084	E	1	1	1	
SFLDG01104	PTHR43273	C	0.184210526315789	1	0.184210526315789	
SFLDG01104	PTHR43273:SF2	C	0.875	1	0.875	
PTHR43641:SF1	TIGR01774	C	0.4	1	0.4	
PTHR43641:SF1	PTHR43641	C	0.133333333333333	1	0.133333333333333	
TIGR04167	PTHR43728	C	0.818181818181818	1	0.818181818181818	
TIGR04167	SFLDG01067		0.0111111111111111	0.333333333333333	0.0113636363636364	
TIGR04167	SFLDS00029		0.000759301442672741	0.111111111111111	0.000763941940412529	
PTHR31045	PTHR31045:SF4	P	0.2	0.203389830508475	0.923076923076923	
PTHR31045	SFLDG01019		0.0269360269360269	0.135593220338983	0.032520325203252	
PTHR12001:SF59	SFLDS00005		0.0184210526315789	0.875	0.0184696569920844	
PTHR12001:SF59	TIGR02749		0.35	0.875	0.368421052631579	
PTHR12001:SF59	PTHR12001	C	0.0258899676375405	1	0.0258899676375405	
PTHR43742:SF6	PTHR43742	C	0.36734693877551	0.947368421052632	0.375	
PTHR30191	TIGR01255	P	0.62962962962963	0.62962962962963	1	
PTHR30191	PTHR30191:SF7	P	0.296296296296296	0.296296296296296	1	
PTHR30191	PTHR30191:SF0		0.586206896551724	0.62962962962963	0.894736842105263	
PTHR31225:SF4	PTHR31225	C	0.0137931034482759	1	0.0137931034482759	
PTHR31225:SF4	SFLDG01019	C	0.024390243902439	1	0.024390243902439	
PTHR43775	PTHR43775:SF7		0.161936560934891	0.172597864768683	0.723880597014925	
PTHR44845	TIGR01733		0.0558139534883721	0.193548387096774	0.0727272727272727	
PTHR11102	PTHR11102:SF145		0.164110429447853	0.212301587301587	0.419607843137255	
PTHR21152	PTHR21152:SF31	P	0.158940397350993	0.158940397350993	1	
SFLDG01060	TIGR03955	P	0.0987654320987654	0.0987654320987654	1	
SFLDG01060	TIGR03910	P	0.0123456790123457	0.0123456790123457	1	
SFLDG01060	SFLDF00348	P	0.0493827160493827	0.0493827160493827	1	
SFLDG01060	SFLDF00272	P	0.469135802469136	0.469135802469136	1	
SFLDG01060	SFLDG01278	P	0.666666666666667	0.666666666666667	1	
SFLDG01060	SFLDF00349	P	0.0123456790123457	0.0123456790123457	1	
SFLDG01060	SFLDF00301	P	0.0987654320987654	0.0987654320987654	1	
SFLDG01060	SFLDG01082		0.00945626477541371	0.0493827160493827	0.0115606936416185	
SFLDG01060	TIGR02351	P	0.0987654320987654	0.0987654320987654	1	
SFLDG01060	SFLDG01279	P	0.0123456790123457	0.0123456790123457	1	
SFLDG01060	SFLDG01280	P	0.123456790123457	0.123456790123457	1	
SFLDG01060	TIGR03956	P	0.0617283950617284	0.0617283950617284	1	
SFLDG01060	PTHR42684:SF3		0.00740740740740741	0.0123456790123457	0.0181818181818182	
SFLDG01060	PTHR43583	P	0.197530864197531	0.197530864197531	1	
SFLDG01060	TIGR00433	P	0.666666666666667	0.666666666666667	1	
SFLDG01060	PTHR43583:SF2	P	0.0987654320987654	0.0987654320987654	1	
SFLDG01060	PTHR43726		0.120481927710843	0.123456790123457	0.833333333333333	
SFLDG01060	SFLDF00330	P	0.0123456790123457	0.0123456790123457	1	
SFLDG01060	SFLDG01081	P	0.037037037037037	0.037037037037037	1	
SFLDG01060	PTHR43583:SF1	P	0.0987654320987654	0.0987654320987654	1	
SFLDG01060	PTHR22976	P	0.642857142857143	0.666666666666667	0.947368421052632	
SFLDG01060	PTHR42684		0.00518134715025907	0.0123456790123457	0.00884955752212389	
SFLDG01060	SFLDF00319	P	0.0740740740740741	0.0740740740740741	1	
SFLDG01060	TIGR03957	P	0.0123456790123457	0.0123456790123457	1	
SFLDG01060	SFLDS00029	C	0.0618792971734148	1	0.0618792971734148	
PTHR43287	SFLDF00008	P	0.0540540540540541	0.0540540540540541	1	
PTHR43287	SFLDF00118	P	0.0540540540540541	0.0540540540540541	1	
PTHR43287	PTHR43287:SF5	P	0.0810810810810811	0.0810810810810811	1	
PTHR43287	SFLDF00564	P	0.027027027027027	0.027027027027027	1	
PTHR43287	PTHR43287:SF3	P	0.135135135135135	0.135135135135135	1	
PTHR43287	PTHR43287:SF8	P	0.216216216216216	0.216216216216216	1	
PTHR43287	SFLDG00033	P	0.135135135135135	0.135135135135135	1	
PTHR43287	PTHR43287:SF1	P	0.108108108108108	0.108108108108108	1	
PTHR43287	SFLDF00005	P	0.189189189189189	0.189189189189189	1	
PTHR43287	PTHR43287:SF6	P	0.0540540540540541	0.0540540540540541	1	
PTHR43287	SFLDG00055	P	0.27027027027027	0.27027027027027	1	
PTHR43287	SFLDF00552	P	0.027027027027027	0.027027027027027	1	
PTHR43287	PTHR43287:SF4	P	0.27027027027027	0.27027027027027	1	
PTHR43287	PTHR43287:SF2	P	0.0540540540540541	0.0540540540540541	1	
PTHR43287	SFLDF00003	P	0.189189189189189	0.189189189189189	1	
PTHR43287	SFLDS00001	C	0.105590062111801	0.918918918918919	0.106583072100313	
PTHR43287	SFLDG00179		0.231707317073171	0.513513513513513	0.296875	
PTHR43287	PTHR43287:SF7	P	0.0540540540540541	0.0540540540540541	1	
PTHR43287	TIGR03247	P	0.135135135135135	0.135135135135135	1	
SFLDF00562	PTHR13932	C	0.641509433962264	1	0.641509433962264	
SFLDF00562	SFLDG01065		0.385542168674699	0.470588235294118	0.680851063829787	
SFLDF00562	SFLDG01082		0.0894736842105263	0.5	0.0982658959537572	
SFLDF00562	TIGR00539	E	0.956521739130435	0.970588235294118	0.985074626865672	
SFLDF00562	SFLDF00288	P	0.691176470588235	0.691176470588235	1	
SFLDF00562	PTHR13932:SF5		0.402777777777778	0.426470588235294	0.878787878787879	
SFLDF00562	PTHR13932:SF14		0.294871794871795	0.338235294117647	0.696969696969697	
SFLDF00562	PTHR13932:SF3		0.154929577464789	0.161764705882353	0.785714285714286	
SFLDF00562	SFLDS00029		0.00437636761487965	0.0882352941176471	0.00458365164247517	
TIGR00337	PTHR11550:SF0	P	0.210526315789474	0.21301775147929	0.947368421052632	
TIGR00337	PTHR11550	C	0.810679611650485	0.988165680473373	0.818627450980392	
SFLDF00342	SFLDF00293		0.1	0.133333333333333	0.285714285714286	
SFLDF00342	PTHR43076	C	0.428571428571429	1	0.428571428571429	
SFLDF00342	SFLDG01082		0.0112044817927171	0.266666666666667	0.0115606936416185	
SFLDF00342	TIGR03551		0.0909090909090909	0.133333333333333	0.222222222222222	
SFLDF00342	SFLDG01064	C	0.428571428571429	1	0.428571428571429	
SFLDF00342	SFLDG01389	C	0.576923076923077	1	0.576923076923077	
SFLDF00342	TIGR03699		0.5625	0.6	0.9	
SFLDF00342	TIGR03700		0.235294117647059	0.266666666666667	0.666666666666667	
SFLDF00342	SFLDG01388		0.133333333333333	0.266666666666667	0.210526315789474	
SFLDF00342	TIGR00423	C	0.576923076923077	1	0.576923076923077	
SFLDF00342	SFLDF00343		0.545454545454545	0.8	0.631578947368421	
SFLDF00342	PTHR43076:SF1		0.44	0.733333333333333	0.523809523809524	
SFLDF00342	PTHR43076:SF7		0.222222222222222	0.266666666666667	0.571428571428571	
SFLDF00342	SFLDS00029	C	0.0114591291061879	1	0.0114591291061879	
PTHR42685	TIGR02032	P	0.653846153846154	0.653846153846154	1	
TIGR00010	PTHR10060	C	0.117283950617284	1	0.117283950617284	
TIGR00010	PTHR10060:SF40		0.702127659574468	0.868421052631579	0.785714285714286	
PTHR21339	SFLDG01088	P	0.838709677419355	0.838709677419355	1	
PTHR21339	SFLDG01067		0.0925925925925926	0.806451612903226	0.0946969696969697	
PTHR21339	SFLDF00318	P	0.774193548387097	0.774193548387097	1	
PTHR21339	TIGR04278	P	0.806451612903226	0.806451612903226	1	
PTHR21339	SFLDS00029		0.0128495842781557	0.548387096774194	0.012987012987013	
PTHR12145:SF19	PTHR12145		0.0625	0.75	0.0638297872340425	
PTHR31225:SF40	PTHR31225	C	0.0505747126436782	1	0.0505747126436782	
PTHR31225:SF40	SFLDG01019		0.0634920634920635	0.727272727272727	0.0650406504065041	
TIGR01499	PTHR43020:SF2		0.00448430493273543	0.00595238095238095	0.0178571428571429	
TIGR01499	PTHR43020		0.00387596899224806	0.00595238095238095	0.010989010989011	
SFLDG01211	PTHR12001	C	0.00323624595469256	1	0.00323624595469256	
PTHR21091:SF16	TIGR01469		0.434210526315789	0.825	0.478260869565217	
PTHR21091:SF16	PTHR21091	C	0.0501355013550136	0.925	0.0503401360544218	
PTHR43281:SF1	SFLDG01017		0.122448979591837	0.888888888888889	0.124352331606218	
PTHR43281:SF1	SFLDS00005	C	0.068421052631579	0.962962962962963	0.0686015831134565	
PTHR43281:SF1	PTHR43281	C	0.303370786516854	1	0.303370786516854	
PTHR27001	PTHR27001:SF511	P	0.0011177347242921	0.0011177347242921	1	
PTHR31739:SF4	PTHR31739		0.275862068965517	0.82051282051282	0.293577981651376	
TIGR00173	PTHR42916	C	0.625	1	0.625	
PTHR13794	PTHR13794:SF58	P	0.614285714285714	0.651515151515151	0.914893617021277	
PTHR13794	SFLDF00006	P	0.121212121212121	0.121212121212121	1	
PTHR13794	SFLDF00554	P	0.0151515151515152	0.0151515151515152	1	
PTHR13794	SFLDF00111	P	0.378787878787879	0.378787878787879	1	
PTHR13794	PTHR13794:SF50	P	0.257575757575758	0.257575757575758	1	
PTHR13794	SFLDF00270	P	0.0606060606060606	0.0606060606060606	1	
PTHR13794	SFLDF00557	P	0.0151515151515152	0.0151515151515152	1	
PTHR13794	PTHR13794:SF59	P	0.0303030303030303	0.0303030303030303	1	
PTHR13794	SFLDS00001		0.0635359116022099	0.348484848484849	0.0721003134796238	
PTHR13794	SFLDG00179		0.511627906976744	0.666666666666667	0.6875	
PTHR13794	SFLDF00134	P	0.0151515151515152	0.0151515151515152	1	
PTHR13794	SFLDF00156	P	0.0151515151515152	0.0151515151515152	1	
PTHR43728	TIGR04167	P	0.818181818181818	0.818181818181818	1	
PTHR43728	SFLDG01067		0.0110294117647059	0.272727272727273	0.0113636363636364	
PTHR43728	SFLDS00029		0.00609756097560976	0.727272727272727	0.00611153552330023	
SFLDG01385	SFLDF00542	P	0.5	0.5	1	
SFLDG01385	TIGR04546	P	0.5	0.5	1	
SFLDG01385	SFLDG01067	C	0.00757575757575758	1	0.00757575757575758	
SFLDG01385	SFLDG01387		0.0526315789473684	0.5	0.0555555555555556	
SFLDG01385	SFLDF00543	P	0.5	0.5	1	
SFLDG01385	PTHR11228:SF7		0.0285714285714286	0.5	0.0294117647058824	
SFLDG01385	SFLDG01386	C	0.0133333333333333	1	0.0133333333333333	
SFLDG01385	PTHR11228	C	0.0307692307692308	1	0.0307692307692308	
SFLDG01385	PTHR11228:SF34		0.0666666666666667	0.5	0.0714285714285714	
SFLDG01385	TIGR04545	P	0.5	0.5	1	
SFLDG01385	SFLDS00029		0.000763358778625954	0.5	0.000763941940412529	
SFLDG01385	TIGR04053		0.166666666666667	0.5	0.2	
TIGR00456	PTHR11956	C	0.770408163265306	0.993421052631579	0.774358974358974	
SFLDF00276	SFLDG01383	C	0.010989010989011	1	0.010989010989011	
SFLDF00276	SFLDG01067	C	0.00378787878787879	1	0.00378787878787879	
SFLDF00276	TIGR02666	C	0.0111111111111111	1	0.0111111111111111	
SFLDF00276	PTHR22960	C	0.00571428571428571	1	0.00571428571428571	
SFLDF00276	SFLDG01386	C	0.00666666666666667	1	0.00666666666666667	
SFLDF00276	PTHR22960:SF0	C	0.00617283950617284	1	0.00617283950617284	
SFLDF00276	SFLDS00029	C	0.000763941940412529	1	0.000763941940412529	
TIGR04280	SFLDG01067	C	0.00757575757575758	1	0.00757575757575758	
TIGR04280	PTHR43787	C	0.0606060606060606	1	0.0606060606060606	
TIGR04280	SFLDG01384		0.0476190476190476	0.5	0.05	
TIGR04280	SFLDS00029	C	0.00152788388082506	1	0.00152788388082506	
TIGR04280	PTHR43787:SF3	C	0.166666666666667	1	0.166666666666667	
PTHR21180:SF9	PTHR21180	C	0.0958904109589041	1	0.0958904109589041	
PTHR21180:SF9	SFLDG01102	E	1	1	1	
PTHR21180:SF9	SFLDS00029		0.003813882532418	0.714285714285714	0.00381970970206264	
PTHR21180:SF9	TIGR03916	E	1	1	1	
PTHR13367:SF26	PTHR13367		0.0289855072463768	0.242424242424242	0.0318725099601594	
PTHR31480:SF16	PTHR31480	C	0.0563380281690141	1	0.0563380281690141	
PTHR31480:SF16	SFLDG01212	C	0.0740740740740741	1	0.0740740740740741	
PTHR31480:SF16	TIGR03465	P	0.75	0.75	1	
PTHR31480:SF16	SFLDG01018	C	0.032	1	0.032	
PTHR43377:SF1	PTHR43377	C	0.558139534883721	1	0.558139534883721	
SFLDG01102	PTHR21180	C	0.0958904109589041	1	0.0958904109589041	
SFLDG01102	PTHR21180:SF9	E	1	1	1	
SFLDG01102	SFLDS00029		0.00228484386900229	0.428571428571429	0.00229182582123759	
SFLDG01102	TIGR03916	E	1	1	1	
PTHR11525:SF11	SFLDG01017		0.0746268656716418	0.652173913043478	0.077720207253886	
PTHR11525:SF11	SFLDS00005		0.0387596899224806	0.652173913043478	0.0395778364116095	
PTHR11525:SF11	PTHR11525	C	0.212121212121212	0.91304347826087	0.216494845360825	
PTHR43288:SF1	SFLDG01108	E	1	1	1	
PTHR43288:SF1	PTHR43288	C	0.538461538461538	1	0.538461538461538	
PTHR43288:SF1	SFLDS00029		0.0015220700152207	0.285714285714286	0.00152788388082506	
PTHR11102:SF145	PTHR11102		0.165898617511521	0.423529411764706	0.214285714285714	
TIGR00801	PTHR42810:SF2	P	0.382352941176471	0.393939393939394	0.928571428571429	
TIGR00801	PTHR42810		0.565789473684211	0.651515151515151	0.811320754716981	
PTHR24095	TIGR02188	P	0.544186046511628	0.541666666666667	1.00862068965517	
SFLDF00564	PTHR43287	C	0.027027027027027	1	0.027027027027027	
SFLDF00564	PTHR43287:SF4	C	0.1	1	0.1	
SFLDF00564	SFLDS00001	C	0.00313479623824451	1	0.00313479623824451	
SFLDF00564	SFLDG00179	C	0.015625	1	0.015625	
PTHR11764:SF20	TIGR01507		0.05	0.0505050505050505	0.833333333333333	
PTHR11764:SF20	PTHR11764		0.205882352941176	0.848484848484849	0.213740458015267	
